movie_id,genres,keywords,overview,tagline,title_x,crew,cast
27759,"['Action', 'Drama', 'History']","['siege', 'epic', 'beijing']","['Diplomats,', 'soldiers', 'and', 'other', 'representatives', 'of', 'a', 'dozen', 'nations', 'fend', 'off', 'the', 'siege', 'of', 'the', 'International', 'Compound', 'in', 'Peking', 'during', 'the', '1900', 'Boxer', 'Rebellion.', 'The', 'disparate', 'interests', 'unite', 'for', 'survival', 'despite', 'competing', 'factions,', 'overwhelming', 'odds,', 'delayed', 'relief', 'and', 'tacit', 'support', 'of', 'the', 'Boxers', 'by', 'the', 'Empress', 'of', 'China', 'and', 'her', 'generals.']","['A', 'handful', 'of', 'men', 'and', 'women', 'held', 'out', 'against', 'the', 'frenzied', 'hordes', 'of', 'bloodthirsty', 'fanatics!']",55 Days at Peking,"['NicholasRay', 'GuyGreen', 'SamuelBronston', 'MichałWaszyński', 'AlanBrown']","['CharltonHeston', 'AvaGardner', 'DavidNiven', 'BurtKwouk', 'FloraRobson', 'JohnIreland', 'HarryAndrews', 'LeoGenn', 'RobertHelpmann', 'KurtKasznar', 'PhilippeLeroy', 'PaulLukas', 'ElizabethSellars', 'MassimoSerato', 'JacquesSernas', 'JeromeThor', 'LynneSueMoon']"
109428,['Horror'],"['remake', 'demon', 'necronomicon', 'duringcreditsstinger']","['Evil', 'Dead,', 'the', 'fourth', 'installment', 'of', 'the', 'Evil', 'Dead', 'franchise,', 'serving', 'as', 'both', 'a', 'reboot', 'and', 'as', 'a', 'loose', 'continuation', 'of', 'the', 'series,', 'features', 'Mia,', 'a', 'young', 'woman', 'struggling', 'with', 'sobriety,', 'heads', 'to', 'a', 'remote', 'cabin', 'with', 'a', 'group', 'of', 'friends', 'where', 'the', 'discovery', 'of', 'a', 'Book', 'of', 'the', 'Dead', 'unwittingly', 'summon', 'up', 'dormant', 'demons', 'which', 'possess', 'the', 'youngsters', 'one', 'by', 'one.']","['The', 'most', 'terrifying', 'film', 'you', 'will', 'ever', 'experience.']",Evil Dead,"['SamRaimi', 'BruceCampbell', 'RobertTapert', 'FedeAlvarez', 'SallyCampbell']","['JaneLevy', 'ShilohFernandez', 'LouTaylorPucci', 'JessicaLucas', 'ElizabethBlackmore', 'JimMcLarty', 'BruceCampbell', 'RupertDegas', 'BobDorian', 'EllenSandweiss', 'RandalWilson', 'PhoenixConnolly', 'StephenButterworth', 'KarlWilletts']"
23049,"['Comedy', 'Romance']","['beach', 'greece', 'tour', 'bus', 'tour', 'guide', 'viagra', 'hospital']","['A', 'Greek', 'tour', 'guide', 'named', 'Georgia', 'attempts', 'to', 'recapture', 'her', 'kefi', '(Greek', 'for', 'mojo)', 'by', 'guiding', 'a', 'ragtag', 'group', 'of', 'tourists', 'around', 'Greece', 'and', 'showing', 'them', 'the', 'beauty', 'of', 'her', 'native', 'land.', 'Along', 'the', 'way,', 'she', 'manages', 'to', 'open', 'their', 'eyes', 'to', 'the', 'wonders', 'of', 'an', 'exotic', 'foreign', 'land', 'while', 'beginning', 'to', 'see', 'the', 'world', 'through', 'a', 'new', 'set', 'of', 'eyes', 'in', 'the', 'process.']","['The', 'most', 'fun', 'you', 'can', 'have', 'without', 'a', 'passport.']",My Life in Ruins,['DonaldPetrie'],"['NiaVardalos', 'RichardDreyfuss', 'AlexisGeorgoulis', 'AlistairMcGowan', 'HarlandWilliams', 'RachelDratch', 'CarolineGoodall', 'IanOgilvy', 'SophieStuckey', 'MaríaAdánez', 'MaríaBotto', 'BrianPalermo', 'JarebDauplaise', 'SimonGleeson', ""NatalieO'Donnell""]"
9310,"['Comedy', 'Drama', 'Family']","['usa', 'president', 'moderator', 'musical', 'music', 'castingshow', 'image', 'campaign', 'sleeper', 'agent']","['The', 'new', 'season', 'of', '""American', 'Dreamz,""', 'the', 'wildly', 'popular', 'television', 'singing', 'contest,', 'has', 'captured', 'the', ""country's"", 'attention,', 'as', 'the', 'competition', 'looks', 'to', 'be', 'between', 'a', 'young', 'Midwestern', 'gal', '(Moore)', 'and', 'a', 'showtunes-loving', 'young', 'man', 'from', 'Orange', 'County', '(Golzari).', 'Recently', 'awakened', 'President', 'Staton', '(Quaid)', 'even', 'wants', 'in', 'on', 'the', 'craze,', 'as', 'he', 'signs', 'up', 'for', 'the', 'potential', 'explosive', 'season', 'finale.']","['Imagine', 'a', 'country', 'where', 'more', 'people', 'vote', 'for', 'a', 'pop', 'idol', 'than', 'they', 'do', 'for', 'their', 'next', 'President.']",American Dreamz,"['PaulWeitz', 'PaulWeitz', 'RodneyLiber', 'AndrewMiano']","['HughGrant', 'DennisQuaid', 'MandyMoore', 'WillemDafoe', 'ChrisKlein', 'JenniferCoolidge', 'SamGolzari', 'MarciaGayHarden', 'SethMeyers', 'JohnCho', 'JudyGreer', 'BernardWhite', 'TonyYalda', 'NoureenDeWulf', 'ShohrehAghdashloo', 'MarleyShelton', 'LisaK.Wyatt', 'BeauHolden', 'JayHarik', 'AdamBusch', 'HaazSleiman', 'NicholasSchutt', 'LawrencePressman', 'AldisHodge', 'TimRhoze', 'ChristianneKlein', 'ChaoLiChi', 'AndrewDivoff', 'PerreyReeves', 'CarmenElectra', 'Karen-EileenGordon', 'DanielWeiss', 'JamesGleason', 'MichaelD.Roberts', 'KevinR.Kelly', 'MikeBatayeh', 'JoshuaWade', 'NikiJ.Crawford', 'TreyParker', 'SamanthaJadeGibbs', 'JohnGriffin', 'DannyEhrhardt', 'SarahCulberson', 'KevinMakely', 'JeffreyRoss', 'BruceGarrick', 'P.D.Mani', 'MeganEvanich']"
11411,"['Action', 'Adventure', 'ScienceFiction']","['saving', 'the', 'world', 'dc', 'comics', 'mountains', 'nuclear', 'missile', 'u.s.', 'army', 'alter', 'ego', 'sequel', 'superhero', 'laboratory', 'convertible', 'catholic', 'school', 'newspaper', 'editor', 'nuclear', 'weapons', 'disarmament', 'volcanic', 'eruption', 'great', 'wall', 'of', 'china', 'super', 'powers', 'superhuman', 'strength']","['With', 'global', 'superpowers', 'engaged', 'in', 'an', 'increasingly', 'hostile', 'arms', 'race,', 'Superman', 'leads', 'a', 'crusade', 'to', 'rid', 'the', 'world', 'of', 'nuclear', 'weapons.', 'But', 'Lex', 'Luthor,', 'recently', 'sprung', 'from', 'jail,', 'is', 'declaring', 'war', 'on', 'the', 'Man', 'of', 'Steel', 'and', 'his', 'quest', 'to', 'save', 'the', 'planet.', 'Using', 'a', 'strand', 'of', ""Superman's"", 'hair,', 'Luthor', 'synthesizes', 'a', 'powerful', 'ally', 'known', 'as', 'Nuclear', 'Man', 'and', 'ignites', 'an', 'epic', 'battle', 'spanning', 'Earth', 'and', 'space.']","['Nuclear', 'Power.', 'In', 'the', 'best', 'hands,', 'it', 'is', 'dangerous.', 'In', 'the', 'hands', 'of', 'Lex', 'Luthor,', 'it', 'is', 'pure', 'evil.', 'This', 'is', ""Superman's"", 'greatest', 'battle.', 'And', 'it', 'is', 'for', 'all', 'of', 'us.']",Superman IV: The Quest for Peace,"['MenahemGolan', 'YoramGlobus', 'SidneyJ.Furie']","['ChristopherReeve', 'MargotKidder', 'GeneHackman', 'JackieCooper', 'MarcMcClure', 'JonCryer', 'SamWanamaker', 'MarielHemingway', 'MarkPillow', 'DamianMcLawhorn', 'WilliamHootkins', 'JimBroadbent', 'StanleyLebor', 'DonFellows', 'RobertBeatty', 'BradleyLavelle', 'MacMcDonald', 'StevePlytas']"
16988,['Drama'],"['black', 'people', 'loss', 'of', 'sister', 'dance', 'stepping']","['After', 'the', 'death', 'of', 'Raya', ""Green's(Rutina"", 'Wesley)', 'sister,', 'she', 'gets', 'out', 'from', 'her', 'classes', 'at', 'school,', 'and', 'sees', 'a', 'stomp', 'crew', 'practicing.', 'She', 'meets', 'Bishop(Dwain', 'Murphy)', 'which', 'is', 'the', 'dance', 'crew', 'leader.', 'She', 'then', 'meets', 'Michelle', 'and', 'does', 'a', 'stomp', 'battle', 'with', 'her.', 'They', 'become', 'enemies', 'then', 'friends', 'later', 'on.', 'Her', 'uptight', 'mom', 'pushes', 'her', 'to', 'pass', 'the', 'test', 'to', 'get', 'into', 'Medical', 'school,', 'but', 'she', 'thinks', 'she', 'failed....']",['nan'],How She Move,"['IanIqbalRashid', 'BrentBarclay', 'JenniferKawaja', 'JuliaSereny']","['RutinaWesley', 'DwainMurphy', 'BoydBanks', 'CléBennett', 'NinaDobrev', 'TristanD.Lalla', 'ShawnDesman', ""RominaD'Ugo""]"
7304,"['Action', 'Crime', 'Drama', 'Thriller']","['ice', 'hockey', 'racism', 'pedophile', 'throat', 'slitting', 'shot', 'in', 'the', 'stomach', 'head', 'blown', 'off', 'police', 'investigation', 'pistol', 'whip', 'shot', 'in', 'the', 'shoulder', 'child', 'uses', 'gun', 'ankle', 'holster', 'breaking', 'finger']","['After', 'a', 'drug-op', 'gone', 'bad,', 'Joey', 'Gazelle', 'is', 'put', 'in', 'charge', 'of', 'disposing', 'the', 'gun', 'that', 'shot', 'a', 'dirty', 'cop.', 'But', 'things', 'goes', 'wrong', 'for', 'Joey', 'after', 'the', 'neighbor', 'kid', 'stole', 'the', 'gun', 'and', 'used', 'it', 'to', 'shoot', 'his', 'abusive', 'father.', 'Now', 'Joey', 'has', 'to', 'find', 'the', 'kid', 'and', 'the', 'gun', 'before', 'the', 'police', 'and', 'the', 'mob', 'find', 'them', 'first.']","['Every', 'bullet', 'leaves', 'a', 'trail.']",Running Scared,"['SammyLee', 'BrettRatner', 'WayneKramer', 'MichaelA.Pierce']","['PaulWalker', 'CameronBright', 'VeraFarmiga', 'ChazzPalminteri', 'KarelRoden', 'JohnnyMessner', 'IvanaMiličević', 'AlexNeuberger', 'MichaelCudlitz', 'BruceAltman', 'ElizabethMitchell', 'ArthurJ.Nascarella', 'JohnNoble', 'IdalisDeLeón', 'DavidWarshofsky']"
24747,['Drama'],['sport'],"['The', 'story', 'of', 'golf', 'icon', 'and', 'legend,', 'Bobby', 'Jones,', 'who', 'retired', 'from', 'competition', 'at', 'the', 'tender', 'age', 'of', '28.']",['nan'],Bobby Jones: Stroke of Genius,['RowdyHerrington'],"['JimCaviezel', 'ClaireForlani', 'JeremyNortham', 'MalcolmMcDowell', 'AidanQuinn', 'BrettRice', 'ConnieRay', 'DevonGearhart']"
58048,['Adventure'],[],"['Glendon', 'Wasey', 'is', 'a', 'fortune', 'hunter', 'looking', 'for', 'a', 'fast', 'track', 'out', 'of', 'China.', 'Gloria', 'Tatlock', 'is', 'a', 'missionary', 'nurse', 'seeking', 'the', 'curing', 'powers', 'of', 'opium', 'for', 'her', 'patients.', 'Fate', 'sets', 'them', 'on', 'a', 'hectic,', 'exotic,', 'and', 'even', 'romantic', 'quest', 'for', 'stolen', 'drugs.', 'But', 'they', 'are', 'up', 'against', 'every', 'thug', 'and', 'smuggler', 'in', 'Shangai.']","['A', 'romantic', 'adventure', 'for', 'the', 'dangerous', 'at', 'heart.']",Shanghai Surprise,['JimGoddard'],"['Madonna', 'SeanPenn', 'PaulFreeman', 'RichardGriffiths', 'ClydeKusatsu', 'PhilipSayer', 'KayTongLim', 'SonseraiLee', 'VictorWong', 'ProfessorToruTanaka', 'MichaelAldridge', 'SarahLam', 'GeorgeShe', 'WonGamBor', 'ToCheeKan']"
1491,"['Fantasy', 'Drama', 'Thriller', 'Romance']","['magic', 'princess', 'love', 'rivalry', 'vienna', 'austria', 'crown', 'prince', 'duchess', 'supernatural', 'power', 'childhood', 'sweetheart', 'vienna']","['With', 'his', 'eye', 'on', 'a', 'lovely', 'aristocrat,', 'a', 'gifted', 'illusionist', 'named', 'Eisenheim', 'uses', 'his', 'powers', 'to', 'win', 'her', 'away', 'from', 'her', 'betrothed,', 'a', 'crowned', 'prince.', 'But', ""Eisenheim's"", 'scheme', 'creates', 'tumult', 'within', 'the', 'monarchy', 'and', 'ignites', 'the', 'suspicion', 'of', 'a', 'dogged', 'inspector.']","['Nothing', 'Is', 'What', 'It', 'Seems.']",The Illusionist,"['BobYari', 'BrianKoppelman', 'DavidLevien', 'NeilBurger', 'CathySchulman', 'MichaelLondon']","['EdwardNorton', 'JessicaBiel', 'PaulGiamatti', 'RufusSewell', 'EddieMarsan', 'JakeWood', 'AaronTaylor-Johnson', 'EleanorTomlinson', 'KarlJohnson', 'VincentFranklin', 'NicholasBlane', 'PhilipMcGough', 'ErichRedman', 'MichaelCarter', 'TomFisher', 'AndreasGrothusen', 'BrianCaspe', 'EllenSavaria', 'VitezslavBouchner', ""DavidO'Kelly"", 'RichardRowlands', 'Reuben-HenryBiggs', 'RobertRussell', 'NoelLeBon', 'DavidFellowes', 'JanNemejovský', 'IvoNovák', 'VladimirKulhavy', 'DukeFaeger', 'BrendanGunn', 'RyanJames', 'PetrMeissel', 'JeffSmith', 'IvanUrbánek', 'JamesBabson']"
2989,"['Adventure', 'Thriller']","['africa', 'lion', 'elephant', 'vegetarian', 'leopard', 'tiger', 'zebra', 'wildlife', 'independent', 'film', 'jungle', 'blood', 'exploitation', 'film', 'animal', 'attack', 'wildlife', 'reserve', 'wildlife', 'conservation']","['Roar', 'follows', 'a', 'family', 'who', 'are', 'attacked', 'by', 'various', 'African', 'animals', 'at', 'the', 'secluded', 'home', 'of', 'their', 'keeper.']","['No', 'animals', 'were', 'harmed', 'in', 'the', 'making', 'of', 'this', 'movie.', '70', 'members', 'of', 'the', 'cast', 'and', 'crew', 'were.']",Roar,"['TippiHedren', 'NoelMarshall', 'NoelMarshall', 'RobertGottschalk']","['TippiHedren', 'MelanieGriffith', 'JerryMarshall', 'KyaloMativo', 'RickGlassey', 'SteveMiller', 'NoelMarshall', 'JohnMarshall', 'ZakesMokae']"
10629,"['Drama', 'Crime', 'Thriller']","['journalism', 'police', 'drug', 'scene', 'murder', 'drug', 'lord']","['In', 'this', 'true', 'story,', 'Veronica', 'Guerin', 'is', 'an', 'investigative', 'reporter', 'for', 'an', 'Irish', 'newspaper.', 'As', 'the', 'drug', 'trade', 'begins', 'to', 'bleed', 'into', 'the', 'mainstream,', 'Guerin', 'decides', 'to', 'take', 'on', 'and', 'expose', 'those', 'responsible.', 'Beginning', 'at', 'the', 'bottom', 'with', 'addicts,', 'Guerin', 'then', 'gets', 'in', 'touch', 'with', 'John', 'Traynor,', 'a', 'paranoid', 'informant.', 'Not', 'without', 'some', 'prodding,', 'Traynor', 'leads', 'her', 'to', 'John', 'Gilligan,', 'the', 'ruthless', 'head', 'of', 'the', 'operation,', 'who', 'does', 'not', 'take', 'kindly', 'to', ""Guerin's"", 'nosing.']","['Why', 'would', 'anyone', 'want', 'to', 'kill', 'Veronica', 'Guerin?']",Veronica Guerin,"['JerryBruckheimer', 'JoelSchumacher']","['CateBlanchett', 'GerardMcSorley', 'CiaránHinds', 'BrendaFricker', 'DonWycherley', 'BarryBarnes', ""SimonO'Driscoll"", 'PaulRonan', ""GerryO'Brien"", 'EmmetBergin', 'CharlotteBradley', 'MarkLambert', 'GarrettKeogh', 'MariaMcDermottroe', 'PaudgeBehan', 'JoeHanley', 'DavidMurray', 'KarlShiels', 'BarryMcEvoy', 'GinaCostigan', 'AlanDevine', 'ColinFarrell', 'GabrielleReidy', 'PaulRoe', 'DavidHerlihy', 'DarraghKelly', 'LaurenceKinlan', 'NedDennehy']"
255343,"['Thriller', 'Romance']","['surfer', 'murder', 'murderer', 'columbia', 'telephone', 'conversation']","['For', 'Pablo', 'Escobar', 'family', 'is', 'everything.', 'When', 'young', 'surfer', 'Nick', 'falls', 'for', ""Escobar's"", 'niece,', 'Maria,', 'he', 'finds', 'his', 'life', 'on', 'the', 'line', 'when', ""he's"", 'pulled', 'into', 'the', 'dangerous', 'world', 'of', 'the', 'family', 'business.']","['Welcome', 'to', 'the', 'family']",Escobar: Paradise Lost,"['AndreaDiStefano', 'DimitriRassam']","['BeniciodelToro', 'JoshHutcherson', 'BradyCorbet', 'ClaudiaTraisac', 'CarlosBardem', 'AnaGirardot', 'TenochHuerta', 'LauraLondoño', 'FrankSpano']"
4723,"['Action', 'Adventure', 'Comedy', 'Drama', 'ScienceFiction', 'Thriller']","['suicide', 'brother', 'brother', 'relationship', 'spy', 'prophecy', 'middle', 'east', 'screenwriter', 'terrorist', 'wife', 'husband', 'relationship', 'nevada', 'amnesia', 'allegory', 'mass', 'murder', 'kidnapping', 'blackmail', 'riot', 'evacuation', 'afghanistan', 'time', 'travel', 'undercover', 'agent', 'marxism', 'politics', 'politician', 'smuggling', 'twin', 'brother', 'movie', 'in', 'movie', 'murder', 'surrealism', 'balloon', 'interracial', 'relationship', 'anti', 'conformity', 'end', 'of', 'the', 'world', 'conspiracy', 'metaphysics', 'memory', 'search', 'dirty', 'cop', 'apocalypse', 'los', 'angeles', 'terrorism', 'paradox', 'cult', 'film', 'doomsday', 'near', 'future', 'alternate', 'reality', 'split', 'personality', 'big', 'corporation', 'mother', 'son', 'relationship', 'no', 'opening', 'credits', 'north', 'korea', 'doppelganger', 'government', 'corruption', 'southern', 'california', 'alternate', 'timeline', 'karma', 'environmental', 'issue', 'world', 'war', 'iii', 'mysterious', 'past', 'absurdism', 'fourth', 'dimension', 'santa', 'monica', 'california']","['Set', 'in', 'the', 'futuristic', 'landscape', 'of', 'Los', 'Angeles', 'on', 'July', '4,', '2008,', 'as', 'it', 'stands', 'on', 'the', 'brink', 'of', 'social,', 'economic', 'and', 'environmental', 'disaster.', 'Boxer', 'Santaros', 'is', 'an', 'action', 'star', ""who's"", 'stricken', 'with', 'amnesia.', 'His', 'life', 'intertwines', 'with', 'Krysta', 'Now,', 'an', 'adult', 'film', 'star', 'developing', 'her', 'own', 'reality', 'television', 'project,', 'and', 'Ronald', 'Taverner,', 'a', 'Hermosa', 'Beach', 'police', 'officer', 'who', 'holds', 'the', 'key', 'to', 'a', 'vast', 'conspiracy.']","['Have', 'a', 'nice', 'apocalypse.']",Southland Tales,"['RichardKelly', 'SeanMcKittrick', 'BoHyde', 'KendallMorgan', 'MatthewRhodes']","['DwayneJohnson', 'SeannWilliamScott', 'SarahMichelleGellar', 'MandyMoore', 'WillSasso', 'JonLovitz', 'BethGrant', 'JillRitchie', 'JustinTimberlake', 'BaiLing', 'LisaK.Wyatt', 'CurtisArmstrong', 'ToddBerger', 'RebekahDelRio', 'NoraDunn', 'ChristopherLambert', 'JohnLarroquette', 'JaneaneGarofalo', 'AbbeyDiGregorio', 'CheriOteri', 'AmyPoehler', 'MirandaRichardson', 'WallaceShawn', 'SabShimono', 'KevinSmith', 'RobertBenz', 'JoeCampana', 'ChrisAndrewCiulla', 'AaronDillar', 'ShariDunn', 'MicheleDurrett', 'JonFalcone', 'JaretGardiner', 'WoodHarris', 'ShannonLeeHolmes', 'KatherineKendall', 'JinahKim', 'GiannaLuchini', 'MikeNielsen', 'HolmesOsborne', 'LouTaylorPucci', 'KevinRobertson', 'ZeldaRubinstein', 'PhilipSternberg', 'SarahChristineSmith', 'NicoleSciacca', 'AlianeBaquerot', 'BeccaSweitzer', 'ChiJohnson', 'JennaStewart', 'RachaelMarkarian', 'MarcyMcCusker', 'DaveCarlin', 'KatarinaHyde', 'SharonJordan', 'SeanLoGrasso', 'PaulahMay', 'MattMcColm', ""JohnT.O'Brien"", 'PhilipRoosevelt', 'EliRoth', 'GarySievers']"
10800,"['Animation', 'Family']","['destroy', 'future', 'world', 'supremacy', 'best', 'friend', 'dragon', 'doomsday']","['Dragon', 'Hunters', 'is', 'a', 'fantastic', 'tale', 'telling', 'the', 'adventures', 'of', 'two', 'dragon', 'hunters:', 'the', 'world', 'has', 'become', 'a', 'vast', 'conglomerate', 'of', 'islands', 'of', 'varying', 'size', 'and', 'shape.', 'This', 'babbling', 'universe', 'is', 'mainly', 'peopled', 'with', 'ruthless', 'rogues,', 'surly', 'peasants', 'and', 'illiterate,', 'petty', 'lords', 'Their', 'main', 'concerns', 'revolve', 'around', 'two', 'fundamental', 'rules', ':', 'Eat', 'and', ""don't"", 'get', 'eaten.']","['Dragon', 'hunting', ""isn't"", 'a', 'fairy', 'tale']",Dragon Hunters,"['GuillaumeIvernel', 'ArthurQwak', 'TiloSeiffert', 'PhilippeDelarue']","['VincentLindon', 'PatrickTimsit', 'PhilippeNahon', 'AmandaLear', 'MarieDrion', 'JeremyPrevost', 'Jean-MarcLentretien', 'JohnDiMaggio', 'EliasEliot', 'JessHarnell', 'NickJameson', 'MaryMouser', 'RobPaulsen', 'ForestWhitaker', 'DaveWittenberg']"
25763,"['Action', 'Adventure', 'ScienceFiction']","['based', 'on', 'novel', 'future', 'post-apocalyptic', 'war', 'cockroach', 'motorcycle', 'scorpion', 'post', 'nuclear', 'battle', 'for', 'survival']","['A', 'small', 'group', 'of', 'survivors', 'at', 'a', 'military', 'installation', 'who', 'survived', 'World', 'War', '3', 'attempt', 'to', 'drive', 'across', 'the', 'desolate', 'wasteland', 'to', 'where', 'they', 'hope', 'more', 'survivors', 'are', 'living.', 'Hopefully', 'their', 'specially', 'built', 'vehicles', 'will', 'protect', 'them', 'against', 'the', 'freakish', 'weather', 'mutated', 'plant', 'and', 'animal', 'life', 'and', 'other', 'dangers', 'along', 'the', 'way.']",['nan'],Damnation Alley,"['JackSmight', 'PaulMaslansky', 'JeromeM.Zeitman']","['Jan-MichaelVincent', 'GeorgePeppard', 'DominiqueSanda', 'PaulWinfield', 'JackieEarleHaley', 'KipNiven', 'RobertDonner', 'SeamonGlass', 'TrentDolan', 'MarkL.Taylor', 'BobHackman', 'ErikCord', 'TerenceLocke', 'MarciaHolley', 'RogerCreed', 'MurrayHamilton', 'JamesR.Parkes', 'UlfKjellGür']"
79694,"['Horror', 'Thriller']","['experiment', 'supernatural', 'paranormal', 'haunting', 'disappearance', 'fear', 'ghost']","['Plagued', 'by', 'frightening', 'occurrences', 'in', 'their', 'home,', 'Kelly', 'and', 'Ben', 'learn', 'that', 'a', ""university's"", 'parapsychology', 'experiment', 'produced', 'an', 'entity', 'that', 'is', 'now', 'haunting', 'them.', 'The', 'malevolent', 'spirit', 'feeds', 'on', 'fear', 'and', 'torments', 'the', 'couple', 'no', 'matter', 'where', 'they', 'run.', 'Desperate,', 'Kelly', 'and', 'Ben', 'turn', 'to', 'a', 'paranormal', 'researcher,', 'but', 'even', 'with', 'his', 'aid,', 'it', 'may', 'already', 'be', 'too', 'late', 'to', 'save', 'themselves', 'from', 'the', 'terrifying', 'presence.']","['Once', 'You', 'Believe', 'You', 'Die']",The Apparition,"['ToddLincoln', 'AlexHeineman']","['AshleyGreene', 'SebastianStan', 'TomFelton', 'JuliannaGuill', 'LukePasqualino', 'RickGomez', 'AnnaClark', 'MelissaGoldberg', 'MeenaSerendib', 'SuzanneFord', 'TimWilliams']"
4032,"['Comedy', 'Drama', 'Family']","['neighbor', 'child', 'killed', 'by', 'animal', 'writing', 'class', 'makeup', 'artist', 'bee', 'sting', 'camper', 'cosmetologist', 'tree', 'climbing', 'death', 'in', 'childbirth', 'tuba', 'motor', 'home', 'bee', 'attack']","['Vada', 'Sultenfuss', 'is', 'obsessed', 'with', 'death.', 'Her', 'mother', 'is', 'dead,', 'and', 'her', 'father', 'runs', 'a', 'funeral', 'parlor.', 'She', 'is', 'also', 'in', 'love', 'with', 'her', 'English', 'teacher,', 'and', 'joins', 'a', 'poetry', 'class', 'over', 'the', 'summer', 'just', 'to', 'impress', 'him.', 'Thomas', 'J.,', 'her', 'best', 'friend,', 'is', '""allergic', 'to', 'everything"",', 'and', 'sticks', 'with', 'Vada', 'despite', 'her', 'hangups.', 'When', ""Vada's"", 'father', 'hires', 'Shelly,', 'and', 'begins', 'to', 'fall', 'for', 'her,', 'things', 'take', 'a', 'turn', 'to', 'the', 'worse...']","['When', 'your', ""Dad's"", 'an', 'undertaker,', 'your', ""Mom's"", 'in', 'heaven,', 'and', 'your', ""Grandma's"", 'got', 'a', 'screw', ""loose...it's"", 'good', 'to', 'have', 'a', 'friend', 'who', 'understands', 'you.', 'Even', 'if', 'he', 'is', 'a', 'boy.']",My Girl,"['BrianGrazer', 'HowardZieff', 'HannahGold']","['AnnaChlumsky', 'MacaulayCulkin', 'DanAykroyd', 'JamieLeeCurtis', 'RichardMasur', 'GriffinDunne', 'PeterMichaelGoetz', 'LaraSteinick', 'AnnyNelsen']"
18615,"['Drama', 'Mystery', 'Romance']","['photographer', 'biography', 'hair', 'werewolf', 'hypertrichosis', 'freak']","['In', '1958', 'New', 'York', 'Diane', 'Arbus', 'is', 'a', 'housewife', 'and', 'mother', 'who', 'works', 'as', 'an', 'assistant', 'to', 'her', 'husband,', 'a', 'photographer', 'employed', 'by', 'her', 'wealthy', 'parents.', 'Respectable', 'though', 'her', 'life', 'is,', 'she', 'cannot', 'help', 'but', 'feel', 'uncomfortable', 'in', 'her', 'privileged', 'world.', 'One', 'night,', 'a', 'new', 'neighbor', 'catches', ""Diane's"", 'eye,', 'and', 'the', 'enigmatic', 'man', 'inspires', 'her', 'to', 'set', 'forth', 'on', 'the', 'path', 'to', 'discovering', 'her', 'own', 'artistry.']","['A', 'love', 'story.']",Fur: An Imaginary Portrait of Diane Arbus,"['BonnieTimmermann', 'LauraBickford', 'AndrewFierberg', 'StevenShainberg']","['NicoleKidman', 'RobertDowneyJr.', 'TyBurrell', 'HarrisYulin', 'JaneAlexander', 'EmmyClarke', 'GenevieveMcCarthy', 'BorisMcGiver', 'MarcelineHugot', 'MaryDuffy', 'EmilyBergl', 'GwendolynBucci', 'ChristinaRouner', 'MattServitto', 'Lynn-MarieStetson']"
